SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=CC4=C3C=CN4CCC(=O)O,3.538264070811133,2.267022161991698,300-400,75-100,7-10,5-7,1-3,>=4
C1=CC=C(C=C1)C2=C(C(=NC(=N2)Cl)C3=CC=CC=C3)N,2.3586474164808564,4.787466000784057,200-300,50-75,<3,3-5,1-3,>=4
CCC(CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,4.294479888007078,3.2749914729946883,300-400,75-100,7-10,7-10,3-5,2-3
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc21,3.0718716783552593,4.704154516916023,400-500,50-75,7-10,7-10,1-3,>=4
COc1ccc(O)cc1,5.142612654702649,4.528232984567794,<200,<50,<3,1-3,1-3,1-2
CCCCOC1=CC=C(C=C1)N,3.4741030546945626,4.293989094995731,<200,<50,3-5,1-3,1-3,2-3
Cn1cnc2c(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)ccc21,3.090703610985959,2.2430084281288614,300-400,<50,3-5,3-5,1-3,>=4
CC[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,2.6870212406014695,2.648200262474586,300-400,75-100,7-10,7-10,3-5,3-4
CN(C)N(C)C(=O)C1(Cc2ccccc2)CCCN(C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)(C)N)C1,2.9594906585041336,3.164196298399574,500-600,100-150,7-10,5-7,3-5,2-3
CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,3.689376264790357,3.71843680004374,200-300,<50,3-5,3-5,1-3,3-4
CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,2.7824086963261325,1.8064181702367141,300-400,50-75,3-5,1-3,1-3,>=4
COCCN(Cc1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12)c1cc(F)cc(F)c1,3.471274114359325,3.0612578074341883,500-600,75-100,7-10,7-10,<1,3-4
CCN(CC)C(=O)c1cccc(C)c1,2.736267417724453,2.3665647486203745,<200,<50,3-5,1-3,<1,2-3
CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3,1.8370329502470466,2.422940107165116,300-400,50-75,3-5,3-5,1-3,>=4
CCNC1=NC(=NC(=N1)Cl)NC(C)C,4.1862655416231105,2.821233560373706,200-300,50-75,3-5,5-7,1-3,1-2
CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,3.8174267659741057,4.060310587985835,300-400,<50,3-5,1-3,1-3,>=4
CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,2.2997419649894333,2.409312933437139,500-600,50-75,7-10,5-7,1-3,>=4
CC1(CN=C(NC1)NN=C(/C=C/C2=CC=C(C=C2)C(F)(F)F)/C=C/C3=CC=C(C=C3)C(F)(F)F)C,3.0043987950778352,2.4968380203858502,400-500,<50,5-7,3-5,1-3,>=4
COC1=CC(=C(C=C1Cl)OC)Cl,4.286546459085723,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4
CCOC1=CC2=CC=CC=C2OC1=O,4.740847050034347,4.206955728268953,<200,<50,<3,3-5,<1,2-3
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.6633890005670207,3.4453258716961974,400-500,50-75,7-10,1-3,1-3,>=4
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,3.414451077281341,3.068854251203425,200-300,<50,<3,<1,<1,>=4
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,4.5826720973464905,3.440445049580359,300-400,50-75,7-10,5-7,<1,3-4
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.3433436711997695,3.5866069434349686,400-500,<50,7-10,3-5,1-3,>=4
Cc1cc2nc(NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C,3.306697522039616,1.1587059868244194,400-500,75-100,7-10,5-7,3-5,>=4
CCCCCCCCC,2.6216990234278885,2.399200311773536,<200,<50,5-7,<1,<1,3-4
CN=C(O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,2.6298866437799924,2.436384074813386,400-500,100-150,>=10,7-10,1-3,>=4
CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(CC)CC)C3=CC=C(C=C3)N(CC)CC)C4=CC=CC=C14.[Cl-],2.0760016715389344,2.215632223383735,500-600,<50,7-10,1-3,1-3,2-3
C1=CC(=CC=C1C#N)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=C5C(=NC=C4)N=CN5,2.915406891672097,5.1534079056524495,400-500,100-150,3-5,3-5,3-5,>=4
CC(CCNCC12CC3CC(CC(C3)C1)C2)N=c1c(F)c[nH]c2cc(Cl)ccc12,2.9831682766895,3.1631208022845048,400-500,<50,5-7,1-3,1-3,>=4
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,3.5395844643244105,4.970271451552798,200-300,<50,<3,1-3,<1,3-4
COc1ccc(C)c(Nc2ncc3ccn(-c4ccccn4)c3n2)c1,3.5418566922227845,5.565891952913919,300-400,50-75,3-5,5-7,1-3,3-4
CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC=C5)Cl)OC,2.4432499983374956,4.12774318356063,400-500,75-100,5-7,7-10,1-3,>=4
CC1(CC(=O)O)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CS(=O)(=O)C(C)(C)C)C(C)(C)C)C1=O,2.6565269387209827,2.5418995869744796,500-600,75-100,7-10,3-5,1-3,>=4
CC(=O)Nc1ccc(F)cc1OCC(O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,2.608585844596943,2.8045856905140742,400-500,50-75,5-7,5-7,1-3,3-4
CN1CCCC1=O,2.0797918539247022,0.42492050519227037,<200,<50,<3,1-3,<1,0-1
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,2.9935165242029647,2.7184285063678635,200-300,<50,<3,<1,<1,>=4
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,2.636233497595493,3.2749914729946883,400-500,75-100,7-10,7-10,1-3,2-3
CCC(C)NC1=NC(=NC(=N1)NCC)OC,2.9184671498985963,2.8687098799308086,200-300,50-75,5-7,5-7,1-3,1-2
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,3.3058851424597786,4.597751394682993,300-400,50-75,<3,3-5,<1,3-4
C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F,1.7644251418188652,1.7150298353152098,200-300,75-100,3-5,3-5,1-3,1-2
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,2.612006545534388,2.278034231856462,400-500,75-100,5-7,7-10,1-3,2-3
Cc1ccc(C(SCCN)(c2ccccc2)c2cccc(O)c2)cc1,4.646631678744354,4.855690977200173,300-400,<50,5-7,3-5,1-3,>=4
O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,4.232390033998231,4.70161632943225,200-300,50-75,<3,3-5,1-3,2-3
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,2.525923824316119,3.9028862723145594,400-500,75-100,5-7,5-7,1-3,3-4
C(F)(F)(Cl)Cl,2.7359043925171145,0.4960254312430792,<200,<50,<3,<1,<1,2-3
Cc1cc(C)nc(Nc2ccccc2)n1,4.438795320406218,4.724457218962176,<200,<50,<3,3-5,1-3,2-3
C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,1.1360331195161102,2.5366787287066095,300-400,<50,<3,<1,<1,>=4
C[C@@H]1Cc2cc(O)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,3.336766634335288,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4
Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)c(F)c2oc1=O,4.522731618193291,3.366857803032191,400-500,75-100,5-7,5-7,1-3,>=4
C1=CC=C2C(=C1)C(=O)NS2,4.840733952332895,4.492997430736446,<200,<50,<3,1-3,1-3,1-2
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,3.4929493755194563,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4
CC(C)CC1=C(C(=NC(=C1C(=O)OC)C(F)F)C(F)(F)F)C2=NCCS2,3.2988515290675897,4.668975156893465,300-400,50-75,5-7,5-7,<1,>=4
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,4.0329051000691685,2.364414485253622,300-400,<50,3-5,3-5,1-3,>=4
C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.0034513878294145,3.2749914729946883,500-600,100-150,>=10,7-10,1-3,>=4
CC1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,1.8142663998965616,3.5652432281619433,400-500,50-75,5-7,3-5,1-3,3-4
CC1(C)CCC(C)(C)c2cc(-c3cc(-c4ccc(C(=O)O)cc4)ccc3OCCCCO)ccc21,3.8901889707938224,3.528590389559549,400-500,50-75,7-10,3-5,1-3,>=4
CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,4.0002815299121,2.7890647440831073,300-400,<50,3-5,5-7,<1,>=4
COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,3.7379980311781567,2.7014991363254537,300-400,<50,7-10,3-5,1-3,3-4
C[C@H](CO)NC1=NC(=NC2=C1C=NN2)SCC3=C(C(=CC=C3)F)F,3.2461715540611653,3.8337944877829253,300-400,75-100,5-7,5-7,3-5,2-3
Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,2.085970107618502,2.573441504584652,400-500,75-100,5-7,5-7,1-3,>=4
COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,2.478085292191714,3.6327328488112802,400-500,>=150,7-10,>=10,1-3,1-2
CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,2.5041506127570567,4.3146133186036115,400-500,100-150,7-10,7-10,3-5,3-4
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c(C(N)=O)c2)c1,3.2690436178357345,3.366857803032191,500-600,75-100,7-10,5-7,1-3,3-4
COC1=C(C=CC(=C1)N2CCN(CC2)C(=O)CO)NC3=NC=C(C(=N3)C4=CN=C5N4C=CC=C5)Cl,2.6724666598548,3.4749090133786202,400-500,100-150,5-7,7-10,1-3,2-3
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,3.091222692761087,4.104928223832134,400-500,50-75,3-5,5-7,1-3,3-4
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,4.378434632196962,5.197844940247645,200-300,<50,<3,1-3,1-3,3-4
CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,3.943876857249891,3.4013647009968278,200-300,<50,3-5,1-3,1-3,>=4
CC1=C(C=C(C=C1)OC)NC2=NC=C3C=CN(C3=N2)C4=CC=CC=N4,3.55253051874588,5.565891952913919,300-400,50-75,3-5,5-7,1-3,3-4
CCNc1nc(NC(C)CC)nc(OC)n1,2.964615069205288,2.8687098799308086,200-300,50-75,5-7,5-7,1-3,1-2
CN(C)C(=O)[C@@H]1C[C@H](CN1[C@]2(C3=C(C=CC(=C3)Cl)N(C2=O)S(=O)(=O)C4=C(C=C(C=C4)OC)OC)C5=CC=CC=C5OC)O,3.0203307687224714,4.508811146322521,>=600,100-150,7-10,7-10,1-3,2-3
c1ccc2c(c1)-c1cccc3cccc-2c13,2.9432902896985835,3.068854251203425,200-300,<50,<3,<1,<1,>=4
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,2.7650567185930335,2.4138759891326176,400-500,75-100,7-10,5-7,3-5,3-4
COc1cc(OC2CCC(C)(C)CC2)c(F)cc1CNC(=O)C1CCCN1,3.2426844460735977,2.199121587984312,300-400,50-75,5-7,3-5,1-3,3-4
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.023014166939523,2.4138759891326176,400-500,75-100,5-7,5-7,1-3,3-4
CCC(CN(C)S(=O)(=O)C(C)(C)C)N1C(=O)C(C)(CC(=O)O)CC(c2cccc(Cl)c2)C1c1ccc(Cl)cc1,2.454966046619465,3.7899254254972723,500-600,75-100,7-10,3-5,1-3,>=4
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3.5431519986282383,3.5866069434349686,400-500,<50,7-10,3-5,1-3,>=4
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-],3.4050684989550803,3.4905428381232975,300-400,75-100,7-10,5-7,<1,>=4
C1CN(CCN1)CC2=CC(=C(C=C2)Cl)C(=O)NCC34CC5CC(C3)CC(C5)C4,2.163479678665898,2.5134599304809226,400-500,<50,5-7,3-5,1-3,3-4
COC1=C(C=CC(=C1)N2C=NC3=C(C2=O)SC(=C3)C4=CC=C(C=C4)Cl)OC[C@@H](C5CC5)O,2.2899526434811697,4.082439190354394,400-500,50-75,7-10,7-10,1-3,>=4
COCCN=C(O)c1c(O)nc2c(ncc3c2ccn3Cc2ccc(F)cc2)c1O,2.0788913005394236,2.7732990948653913,400-500,100-150,5-7,7-10,3-5,3-4
COc1cc(-c2ccc3c(n2)C(C)N(c2cnn(CC(F)(F)F)c2)C3=O)cnc1OC,1.9403741259361575,2.4138759891326176,400-500,75-100,5-7,7-10,<1,3-4
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,4.043073126227161,4.402494604306242,200-300,50-75,3-5,3-5,1-3,2-3
CC(=CC(O)OC)O[P+](O)(OC)OC,3.1360808395831685,2.5617295641011073,200-300,75-100,5-7,5-7,1-3,0-1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.253885101861002,3.1266297423195604,300-400,<50,<3,3-5,1-3,3-4
O=C(O)/C=C/c1ccc(C2c3ccc(O)cc3CCN2Cc2ccccc2)cc1,4.611953917170149,5.947107666399358,300-400,50-75,5-7,3-5,1-3,>=4
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,3.1449609378968324,2.0630085059282193,300-400,50-75,3-5,3-5,<1,>=4
CC(C)N(C1=CC=CC=C1)C(=O)CCl,4.48897248747912,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3
C[C@H](Nc1c(C(=N)O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,3.429765649823862,2.094827567388932,400-500,100-150,>=10,7-10,3-5,>=4
CCNC(=NS(=O)(=O)c1ccc(N)c(Cl)c1)N1CC2(C=N1)CCCC2,3.607635826794017,4.244144362112037,300-400,100-150,3-5,3-5,1-3,2-3
Cc1ccc(N)cc1Cl,3.696090017557787,5.118848477027006,<200,<50,<3,1-3,1-3,2-3
CC(Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NCC(O)c1ccc(O)c(CO)c1,3.8931625309271056,4.038129879398506,400-500,100-150,>=10,5-7,5-7,3-4
CCNC(=NS(=O)(=O)c1ccc2[nH]ccc2c1)N1CC2(C=N1)CCNCC2,1.7390414158374237,1.2653406792730826,300-400,100-150,3-5,3-5,3-5,1-2
CCNC(=NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCCCC2,4.503241148982204,4.813211469985984,300-400,50-75,3-5,3-5,1-3,3-4
CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,2.7511728490526055,2.8349230581323863,500-600,75-100,7-10,3-5,1-3,>=4
C1=CC2=C(C=C1F)SC(=N2)N,4.435639509813153,2.7491745499088007,<200,<50,<3,3-5,1-3,2-3
Nc1c(-c2ccccc2)nc(Cl)nc1-c1ccccc1,3.6784209461603514,4.787466000784057,200-300,50-75,<3,3-5,1-3,>=4
CC1=C([C@H](C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,2.986066391035282,5.772381263613942,300-400,100-150,3-5,7-10,1-3,2-3
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,4.22630899284725,4.632512942379798,300-400,50-75,5-7,1-3,1-3,>=4
Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,3.152638699675214,3.845827645824779,400-500,75-100,7-10,5-7,1-3,>=4
C1CN(C[C@@H]1O)CC2=CC=CC=C2C3=CC=C(C=C3)N4CCC5=C(C4=O)N(N=C5C(F)(F)F)C6=CC7=C(C=C6)ON=C7N,2.8698036946404417,2.8999933768637134,500-600,100-150,5-7,7-10,1-3,>=4
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,1.8377221078561004,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2
C1=CC=C(C=C1)NC2=CC=C(C=C2)O,4.044005407425276,5.2578959688614875,<200,<50,<3,1-3,1-3,3-4
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,3.782455706595191,3.4905428381232975,300-400,<50,<3,<1,<1,>=4
C1CC1N2C3=C(C=NC=C3)N(C2=O)CC4=NC5=CC=CC=C5N4CCCO,3.1994947763858557,3.715344275901312,300-400,75-100,5-7,7-10,1-3,2-3
C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl,1.734927683546335,4.064688296897851,200-300,50-75,<3,3-5,1-3,3-4
CCN=C(NS(=O)(=O)c1ccccc1)N1CC(C)(C)C=N1,3.8911072327258003,1.2653406792730826,300-400,50-75,3-5,3-5,1-3,1-2
CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.072892133358815,2.2878941069708976,500-600,<50,7-10,1-3,1-3,>=4
CC(CF)CN1C(c2ccc(C=CC(=O)O)cc2)c2ccc(O)cc2CC1(C)C,5.137186460851491,3.6006000007279004,300-400,50-75,5-7,3-5,1-3,>=4
COc1ccc2c(c1)C[C@@H](C)N(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,2.6228725835747837,4.966201228338529,300-400,<50,5-7,3-5,1-3,>=4
CC(CO)CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(C=CC(=O)O)cc1,5.150402939538184,4.206955728268953,400-500,75-100,5-7,3-5,3-5,>=4
CCOC1C(C2=C(O1)C=CC(=C2)OS(=O)(=O)C)(C)C,3.1601998801878244,3.8260609395371987,200-300,50-75,3-5,5-7,<1,2-3
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.4962653008889286,2.779635212312483,200-300,<50,3-5,1-3,1-3,3-4
CC(C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)N1CC(Oc2ccccc2O)C1,4.84614280656541,5.098861044546981,400-500,75-100,7-10,3-5,3-5,>=4
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,1.94228259077108,2.63587911300258,400-500,<50,>=10,3-5,<1,>=4
N=c1c(S(=O)(=O)c2ccc(Cl)cc2)cc2c(=O)n3ccccc3nc2n1C1CCCC1,3.2861334721848756,4.513841473612752,400-500,75-100,3-5,7-10,1-3,3-4
CCOP(=S)(OCC)OP(=S)(OCC)OCC,2.9078348277818273,5.552859967556872,300-400,<50,>=10,7-10,<1,3-4
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,3.0333828899601096,4.668975156893465,300-400,50-75,5-7,5-7,<1,>=4
Cc1cc(C(C)Nc2ccccc2C(=O)NO)c2nc(N3CCOCC3)cc(=O)n2c1,2.8427245597765554,4.354627945207949,400-500,100-150,5-7,7-10,3-5,2-3
CC1=C(C=C(C=C1)N)O,5.089068650188514,3.7307121377158694,<200,<50,<3,1-3,1-3,1-2
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,2.422886645345349,2.988368376495352,300-400,50-75,>=10,7-10,1-3,3-4
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC(CC)(CC)C=N1,5.131429707461944,4.471709647996177,300-400,50-75,5-7,3-5,1-3,3-4
CC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)SC(=N3)CO,3.74469186183055,4.696288300442668,300-400,50-75,5-7,3-5,1-3,3-4
CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,2.268839444214718,4.206955728268953,200-300,75-100,3-5,5-7,1-3,2-3
COC(=O)NS(=O)(=O)c1ccc(N)cc1,1.8500323147726423,1.7191421803255609,200-300,75-100,<3,5-7,1-3,0-1
COC(=O)N1CCN(C2CCC(N=c3nc[nH]n4ccc([C@H](C)CC(=N)O)c34)CC2)CC1,3.023991088432443,2.155580485727476,400-500,100-150,5-7,7-10,3-5,2-3
Cc1nc(Nc2nc3cc(N4CCN(C)CC4)ncc3[nH]2)cc(C2CC2)c1F,2.401047580128248,3.3928489637277615,300-400,50-75,3-5,5-7,1-3,3-4
C[C@]12CC[C@@H](CC1=CCC3C2CC[C@]4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,4.2318864472014655,4.491003016451416,300-400,<50,<3,3-5,1-3,>=4
CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,2.7836842650805775,4.3146133186036115,300-400,50-75,5-7,5-7,<1,3-4
CCCC1=CC(=C(C=C1)O)OC,4.855012574893499,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,4.149681159854265,4.539164135222144,400-500,75-100,5-7,7-10,1-3,2-3
Fc1ccc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cc1,3.3263351935451415,4.904016060659555,300-400,50-75,3-5,5-7,<1,3-4
O=S(=O)(Nc1ccc2sc(CO)nc2c1)c1ccc(Br)cc1,2.928380431233756,4.150450204499894,300-400,75-100,3-5,5-7,1-3,3-4
C1=CC=C(C=C1)N=NC2=CC=CC=C2,4.030790773378865,5.239177101903208,<200,<50,<3,1-3,<1,>=4
